,Species,Genus,Family,Molecule_type,Organism_Name,kingdom,phylum,class,order,family,genus,species,strain
k141_10166_GMOREA0010,Lactococcus phage bIL285,Unknown,Unknown,dsDNA,Lactococcus phage bIL285,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Lactococcus phage bIL285,unclassified Lactococcus phage bIL285 subspecies/strain
k141_101678_GMOREA0011,Bacteroides phage B40-8,Unknown,Unknown,dsDNA,Bacteroides phage B40-8,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacteroides phage B40-8,unclassified Bacteroides phage B40-8 subspecies/strain
k141_101746_GMOREA0056,Tupanvirus soda lake,Tupanvirus,Mimiviridae,dsDNA,Tupanvirus soda lake,Viruses,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Tupanvirus,Tupanvirus soda lake,unclassified Tupanvirus soda lake subspecies/strain
k141_10174_GMOREA0120-DNA,Acanthocystis turfacea chlorella virus 1,Chlorovirus,Phycodnaviridae,dsDNA,Acanthocystis turfacea chlorella virus 1,Viruses,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Acanthocystis turfacea chlorella virus 1,unclassified Acanthocystis turfacea chlorella virus 1 subspecies/strain
k141_101768_GMOREA0094-DNA,Plasmavirus L2,Plasmavirus,Plasmaviridae,dsDNA,Plasmavirus L2,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Plasmaviridae,Plasmavirus,Plasmavirus L2,unclassified Plasmavirus L2 subspecies/strain
k141_101790_GMOREA0120-DNA,Peternellavirus peternella,Peternellavirus,Unknown,dsDNA,Winogradskyella phage Peternella_1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Peternellavirus,Peternellavirus peternella,Winogradskyella phage Peternella_1
k141_101800_GMOREA0178-DNA,Teseptimavirus NCA,Teseptimavirus,Autographiviridae,dsDNA,Escherichia phage NC-A,Na,Na,Na,Na,Na,Na,Na,Na
k141_101809_GMOREA0023,Chiangmaivirus RSF1,Chiangmaivirus,Unknown,dsDNA,Ralstonia phage RSF1,Na,Na,Na,Na,Na,Na,Na,Na
k141_10182_GMOREA0004,Svunavirus sv1,Svunavirus,Unknown,dsDNA,Bacillus phage 1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Svunavirus,Svunavirus sv1,Bacillus phage 1
k141_101846_GMOREA0172-DNA,Metforvirus Drs3,Metforvirus,Anaerodiviridae,dsDNA,Methanobacterium virus Drs3,Viruses,Uroviricota,Caudoviricetes,Methanobavirales,Anaerodiviridae,Metforvirus,Metforvirus Drs3,Methanobacterium virus Drs3
k141_101853_GMOREA0119-DNA,Marthavirus martha,Unknown,Unknown,dsDNA,Arthrobacter phage Martha,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Marthavirus martha,Arthrobacter phage Martha
k141_101867_GMOREA0178-DNA,Toutatisvirus toutatis,Toutatisvirus,Unknown,dsDNA,Faecalibacterium phage FP_Toutatis,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Toutatisvirus,Toutatisvirus toutatis,Faecalibacterium phage FP_Toutatis
k141_101871_GMOREA0120-DNA,Bacteroides phage B40-8,Unknown,Unknown,dsDNA,Bacteroides phage B40-8,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacteroides phage B40-8,unclassified Bacteroides phage B40-8 subspecies/strain
k141_101873_GMOREA0124-DNA,Lahexavirus lv44572,Lahexavirus,Unknown,dsDNA,Aeromonas phage 4_4572,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lahexavirus,Lahexavirus lv44572,Aeromonas phage 4_4572
k141_101885_GMOREA0119-DNA,Clostridium phage phiCT19406B,Unknown,Unknown,dsDNA,Clostridium phage phiCT19406B,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT19406B,unclassified Clostridium phage phiCT19406B subspecies/strain
k141_101904_GMOREA0119-DNA,Mushuvirus mushu,Mushuvirus,Unknown,dsDNA,Faecalibacterium phage FP_Mushu,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Mushuvirus,Mushuvirus mushu,Faecalibacterium phage FP_Mushu
k141_101941_GMOREA0124-DNA,Lightbulbvirus Cba172,Lightbulbvirus,Unknown,dsDNA,Cellulophaga phage phi17:2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lightbulbvirus,Lightbulbvirus Cba172,Cellulophaga phage phi17:2
k141_101957_GMOREA0124-DNA,Microviridae Fen2266_11,Unknown,Microviridae,ssDNA(+),Microviridae Fen2266_11,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Microviridae Fen2266_11,unclassified Microviridae Fen2266_11 subspecies/strain
k141_101960_GMOREA0044-DNA,Phifelvirus FL2,Phifelvirus,Unknown,dsDNA,Enterococcus phage phiFL2A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Phifelvirus,Phifelvirus FL2,Enterococcus phage phiFL2A
k141_102019_GMOREA0029,Cequinquevirus c5,Cequinquevirus,Unknown,dsDNA,Lactobacillus phage c5,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Cequinquevirus,Cequinquevirus c5,Lactobacillus phage c5
k141_102056_GMOREA0011,Dubowvirus baqsau1,Dubowvirus,Unknown,dsDNA,Staphylococcus phage Baq_Sau1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Dubowvirus,Dubowvirus baqsau1,Staphylococcus phage Baq_Sau1
k141_1020_GMOREA0113-DNA,Aurodevirus intestinalis,Aurodevirus,Suoliviridae,dsDNA,uncultured phage cr114_1,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus intestinalis,uncultured phage cr114_1
k141_102124_GMOREA0178-DNA,Verrucomicrobia phage P8625,Unknown,Unknown,dsDNA,Verrucomicrobia phage P8625,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Verrucomicrobia phage P8625,unclassified Verrucomicrobia phage P8625 subspecies/strain
k141_102136_GMOREA0172-DNA,Stanholtvirus sv1026b,Stanholtvirus,Unknown,dsDNA,Burkholderia phage phi1026b,Na,Na,Na,Na,Na,Na,Na,Na
k141_10213_GMOREA0048-DNA,Taranisvirus taranis,Taranisvirus,Unknown,dsDNA,Faecalibacterium phage FP_Taranis,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Taranisvirus,Taranisvirus taranis,Faecalibacterium phage FP_Taranis
k141_102144_GMOREA0178-DNA,Jouyvirus ev017,Jouyvirus,Unknown,dsDNA,Escherichia phage ev017,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Jouyvirus,Jouyvirus ev017,Escherichia phage ev017
k141_102146_GMOREA0120-DNA,Streptococcus phage IC1,Unknown,Unknown,dsDNA,Streptococcus phage IC1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptococcus phage IC1,unclassified Streptococcus phage IC1 subspecies/strain
k141_102190_GMOREA0171-DNA,Bacillus phage BalMu-1,Unknown,Unknown,dsDNA,Bacillus phage BalMu-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage BalMu-1,unclassified Bacillus phage BalMu-1 subspecies/strain
k141_102217_GMOREA0172-DNA,Samwavirus stiles,Samwavirus,Unknown,dsDNA,Corynebacterium phage Stiles,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Samwavirus,Samwavirus stiles,Corynebacterium phage Stiles
k141_102228_GMOREA0041-DNA,Leefvirus Leef,Leefvirus,Helgolandviridae,dsDNA,Polaribacter phage Leef_1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Helgolandviridae,Leefvirus,Leefvirus Leef,Polaribacter phage Leef_1
k141_102249_GMOREA0178-DNA,Slepowronvirus LP101,Unknown,Unknown,dsDNA,Listeria phage LP-101,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Slepowronvirus,Slepowronvirus LP101,Listeria phage LP-101
k141_102251_GMOREA0041-DNA,Bracchivirus U2F1,Bracchivirus,Unknown,dsDNA,Uncultured Caudovirales phage clone 2F_1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Bracchivirus,Bracchivirus U2F1,Uncultured Caudovirales phage clone 2F_1
k141_102264_GMOREA0027,Cecivirus IEBH,Cecivirus,Unknown,dsDNA,Bacillus phage IEBH,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Cecivirus,Cecivirus IEBH,Bacillus phage IEBH
k141_102266_GMOREA0012,Shuimuvirus IME207,Shuimuvirus,Unknown,dsDNA,Salmonella phage IME207,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Shuimuvirus,Shuimuvirus IME207,Salmonella phage IME207
k141_10228_GMOREA0113-DNA,Phitrevirus phi3,Phitrevirus,Peduoviridae,dsDNA,Pseudomonas phage phi3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Peduoviridae,Phitrevirus,Phitrevirus phi3,Pseudomonas phage phi3
k141_102348_GMOREA0029,Livvievirus viph1249a,Livvievirus,Autolykiviridae,dsDNA,Vibrio phage 1.249.A._10N.261.55.B9,Viruses,Preplasmiviricota,Tectiliviricetes,unclassified Tectiliviricetes order,Autolykiviridae,Livvievirus,Livvievirus viph1249a,Vibrio phage 1.249.A._10N.261.55.B9
k141_102452_GMOREA0119-DNA,Lynx canadensis associated microvirus CLP 9413,Unknown,Microviridae,ssDNA(+),Lynx canadensis associated microvirus CLP 9413,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Lynx canadensis associated microvirus CLP 9413,unclassified Lynx canadensis associated microvirus CLP 9413 subspecies/strain
k141_102492_GMOREA0010,Clostridium phage phiCT19406B,Unknown,Unknown,dsDNA,Clostridium phage phiCT19406B,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT19406B,unclassified Clostridium phage phiCT19406B subspecies/strain
k141_102520_GMOREA0041-DNA,Eponavirus epona,Eponavirus,Unknown,dsDNA,Faecalibacterium phage FP_Epona,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eponavirus,Eponavirus epona,Faecalibacterium phage FP_Epona
k141_10252_GMOREA0115-DNA,Shigella phage SfIV,Unknown,Unknown,dsDNA,Shigella phage SfIV,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Shigella phage SfIV,unclassified Shigella phage SfIV subspecies/strain
k141_102551_GMOREA0044-DNA,Jelitavirus B025,Jelitavirus,Unknown,dsDNA,Listeria phage B025,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Jelitavirus,Jelitavirus B025,Listeria phage B025
k141_10256_GMOREA0006,Brigitvirus brigit,Brigitvirus,Unknown,dsDNA,Faecalibacterium phage FP_Brigit,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Brigitvirus,Brigitvirus brigit,Faecalibacterium phage FP_Brigit
k141_1025_GMOREA0036,Enterococcus phage vB_EfaS_IME197,Unknown,Unknown,dsDNA,Enterococcus phage vB_EfaS_IME197,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Enterococcus phage vB_EfaS_IME197,unclassified Enterococcus phage vB_EfaS_IME197 subspecies/strain
k141_102618_GMOREA0120-DNA,Cronobacter phage LPCS28,Unknown,Straboviridae,dsDNA,Cronobacter phage LPCS28,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Straboviridae,Schizotequatrovirus,Cronobacter phage LPCS28,unclassified Cronobacter phage LPCS28 subspecies/strain
k141_102657_GMOREA0171-DNA,Samwavirus stiles,Samwavirus,Unknown,dsDNA,Corynebacterium phage Stiles,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Samwavirus,Samwavirus stiles,Corynebacterium phage Stiles
k141_10265_GMOREA0094-DNA,Svunavirus sv1,Svunavirus,Unknown,dsDNA,Bacillus phage 1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Svunavirus,Svunavirus sv1,Bacillus phage 1
k141_102690_GMOREA0120-DNA,Pleetrevirus iLp84,Pleetrevirus,Unknown,dsDNA,Lactobacillus phage iLp84,Na,Na,Na,Na,Na,Na,Na,Na
k141_10274_GMOREA0171-DNA,Ingelinevirus ingeline,Unahavirus,Duneviridae,dsDNA,Cellulophaga phage Ingeline_1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Duneviridae,Ingelinevirus,Ingelinevirus ingeline,Cellulophaga phage Ingeline_1
k141_10275_GMOREA0052-DNA,Unahavirus uv23T,Unahavirus,Duneviridae,dsDNA,Flavobacterium phage 23T,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Duneviridae,Unahavirus,Unahavirus uv23T,Flavobacterium phage 23T
k141_102768_GMOREA0004,Lilyvirus lily,Lilyvirus,Unknown,dsDNA,Bacteriophage Lily,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lilyvirus,Lilyvirus lily,Bacteriophage Lily
k141_102772_GMOREA0171-DNA,Clostridium phage c-st,Unknown,Unknown,dsDNA,Clostridium phage c-st,Na,Na,Na,Na,Na,Na,Na,Na
k141_10278_GMOREA0172-DNA,Arawnvirus arawn,Arawnvirus,Unknown,dsDNA,Butyrivibrio phage Arawn,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Arawnvirus,Arawnvirus arawn,Butyrivibrio phage Arawn
k141_102882_GMOREA0044-DNA,Yersinia phage P37,Peduovirus,Peduoviridae,dsDNA,Yersinia phage P37,Na,Na,Na,Na,Na,Na,Na,Na
k141_10291_GMOREA0160-DNA,Phabquatrovirus PHB04,Phabquatrovirus,Unknown,dsDNA,Bordetella phage vB_BbrM_PHB04,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Phabquatrovirus,Phabquatrovirus PHB04,Bordetella phage vB_BbrM_PHB04
k141_10292_GMOREA0080-DNA,Clostridium phage vB_CpeS-CP51,Unknown,Unknown,dsDNA,Clostridium phage vB_CpeS-CP51,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage phBC6A51,unclassified Bacillus phage phBC6A51 subspecies/strain
k141_102991_GMOREA0029,Planktothrix phage PaV-LD,Unknown,Unknown,dsDNA,Planktothrix phage PaV-LD,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Planktothrix phage PaV-LD,unclassified Planktothrix phage PaV-LD subspecies/strain
k141_102995_GMOREA0120-DNA,Mannheimia phage vB_MhM_3927AP2,Unknown,Unknown,dsDNA,Mannheimia phage vB_MhM_3927AP2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Burkholderia phage KS10,unclassified Burkholderia phage KS10 subspecies/strain
k141_103004_GMOREA0044-DNA,Arawnvirus arawn,Arawnvirus,Unknown,dsDNA,Butyrivibrio phage Arawn,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Arawnvirus,Arawnvirus arawn,Butyrivibrio phage Arawn
k141_103032_GMOREA0044-DNA,Pippivirus lotta,Pippivirus,Winoviridae,dsDNA,Flavobacterium phage vB_FspM_lotta8-1,Na,Na,Na,Na,Na,Na,Na,Na
k141_10306_GMOREA0134-DNA,Eponavirus epona,Eponavirus,Unknown,dsDNA,Faecalibacterium phage FP_Epona,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eponavirus,Eponavirus epona,Faecalibacterium phage FP_Epona
k141_103076_GMOREA0044-DNA,Spbetavirus SPbeta,Spbetavirus,Unknown,dsDNA,Bacillus phage SPBc2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Spbetavirus,Spbetavirus SPbeta,Bacillus phage SPBc2
k141_103125_GMOREA0178-DNA,Dabirmavirus hominis,Dabirmavirus,Intestiviridae,dsDNA,uncultured phage cr9_1,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Dabirmavirus,Dabirmavirus hominis,uncultured phage cr9_1
k141_103195_GMOREA0067-DNA,Streptomyces phage Gilgamesh,Unknown,Unknown,dsDNA,Streptomyces phage Gilgamesh,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptomyces phage Gilgamesh,unclassified Streptomyces phage Gilgamesh subspecies/strain
k141_103207_GMOREA0142-DNA,Buorbuivirus hominis,Buorbuivirus,Unknown,dsDNA,uncultured phage cr4_1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Buorbuivirus,Buorbuivirus hominis,uncultured phage cr4_1
k141_103208_GMOREA0172-DNA,Clostridium phage phiCT453A,Unknown,Unknown,dsDNA,Clostridium phage phiCT453A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT453A,unclassified Clostridium phage phiCT453A subspecies/strain
k141_103237_GMOREA0044-DNA,Heterosigma akashiwo virus 01,Raphidovirus,Phycodnaviridae,dsDNA,Heterosigma akashiwo virus 01,Viruses,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Raphidovirus,Heterosigma akashiwo virus 01,unclassified Heterosigma akashiwo virus 01 subspecies/strain
k141_103240_GMOREA0142-DNA,Eganvirus EtG,Eganvirus,Peduoviridae,dsDNA,Erwinia phage EtG,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Peduoviridae,Eganvirus,Eganvirus EtG,Erwinia phage EtG
k141_103254_GMOREA0044-DNA,Cohcovirus hiberniae,Cohcovirus,Suoliviridae,dsDNA,uncultured phage cr50_1,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Cohcovirus,Cohcovirus hiberniae,uncultured phage cr50_1
k141_103280_GMOREA0067-DNA,Taranisvirus taranis,Taranisvirus,Unknown,dsDNA,Faecalibacterium phage FP_Taranis,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Taranisvirus,Taranisvirus taranis,Faecalibacterium phage FP_Taranis
k141_103288_GMOREA0120-DNA,Streptomyces phage Chymera,Unknown,Unknown,dsDNA,Streptomyces phage Chymera,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptomyces phage Chymera,unclassified Streptomyces phage Chymera subspecies/strain
k141_103291_GMOREA0178-DNA,Fadolivirus algeromassiliense,Fadolivirus,Mimiviridae,dsDNA,Fadolivirus algeromassiliense,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Myrnavirus,Myrnavirus myrna,Mycobacterium phage Myrna
k141_103301_GMOREA0142-DNA,Bacillus phage BalMu-1,Unknown,Unknown,dsDNA,Bacillus phage BalMu-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage BalMu-1,unclassified Bacillus phage BalMu-1 subspecies/strain
k141_103306_GMOREA0044-DNA,Geobacillus phage GBK2,Unknown,Unknown,dsDNA,Geobacillus phage GBK2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Geobacillus phage GBK2,unclassified Geobacillus phage GBK2 subspecies/strain
k141_103337_GMOREA0023,Streptococcus phage phiARI0923,Unknown,Unknown,dsDNA,Streptococcus phage phiARI0923,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptococcus phage phiARI0923,unclassified Streptococcus phage phiARI0923 subspecies/strain
k141_103344_GMOREA0004,Cequinquevirus Ldb,Cequinquevirus,Unknown,dsDNA,Lactobacillus phage phiLdb,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Cequinquevirus,Cequinquevirus Ldb,Lactobacillus phage phiLdb
